Name,Code,Org_Latitude,Org_Longitude,Org_Altitude,Correct_Latitude,Correct_Longitude,Correct_Altitude,Latitude,Longitude,Altitude,AntennaHeight,Northing,Easting,Height,State,Satellite_Lock,Satellite_View,PDOP,HRMS,VRMS,Age,Date,Time,Base_ID,Base_Latitude,Base_Longitude,Base_Altitude,Base_Distance,CompensationMode,InclineAngle,AzimuthAngle,Correct_n,Correct_e,Correct_h
66,,045d28m39.5762100000s,009d13m33.2295000000s,162.044,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5762100000s,009d13m33.2295000000s,160.028,2.016,5036039.422,517655.594,160.028,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:43,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.738,0,0.00000000,270.00000000,0.000,0.000,0.000
67,,045d28m39.5760780000s,009d13m33.2313180000s,162.054,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5760780000s,009d13m33.2313180000s,160.038,2.016,5036039.418,517655.633,160.038,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:44,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.701,0,0.00000000,270.00000000,0.000,0.000,0.000
68,,045d28m39.5720040000s,009d13m33.2468700000s,162.054,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5720040000s,009d13m33.2468700000s,160.038,2.016,5036039.293,517655.971,160.038,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:45,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.416,0,0.00000000,270.00000000,0.000,0.000,0.000
69,,045d28m39.5684940000s,009d13m33.2615400000s,162.053,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5684940000s,009d13m33.2615400000s,160.037,2.016,5036039.186,517656.290,160.037,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:46,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.145,0,0.00000000,270.00000000,0.000,0.000,0.000
70,,045d28m39.5635920000s,009d13m33.2706180000s,162.049,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5635920000s,009d13m33.2706180000s,160.033,2.016,5036039.035,517656.487,160.033,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:47,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.002,0,0.00000000,270.00000000,0.000,0.000,0.000
71,,045d28m39.5613000000s,009d13m33.2855040000s,162.048,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5613000000s,009d13m33.2855040000s,160.032,2.016,5036038.965,517656.811,160.032,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:48,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,271.716,0,0.00000000,270.00000000,0.000,0.000,0.000
72,,045d28m39.5548320000s,009d13m33.2999400000s,162.038,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5548320000s,009d13m33.2999400000s,160.022,2.016,5036038.766,517657.125,160.022,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:49,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,271.477,0,0.00000000,270.00000000,0.000,0.000,0.000
73,,045d28m39.5492820000s,009d13m33.3196860000s,162.046,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5492820000s,009d13m33.3196860000s,160.030,2.016,5036038.596,517657.554,160.030,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:50,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,271.120,0,0.00000000,270.00000000,0.000,0.000,0.000
74,,045d28m39.5431200000s,009d13m33.3396540000s,162.071,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5431200000s,009d13m33.3396540000s,160.055,2.016,5036038.407,517657.988,160.055,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:51,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,270.761,0,0.00000000,270.00000000,0.000,0.000,0.000
75,,045d28m39.5356560000s,009d13m33.3586260000s,162.087,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5356560000s,009d13m33.3586260000s,160.071,2.016,5036038.178,517658.401,160.071,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:52,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,270.437,0,0.00000000,270.00000000,0.000,0.000,0.000
76,,045d28m39.5295540000s,009d13m33.3805680000s,162.077,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5295540000s,009d13m33.3805680000s,160.061,2.016,5036037.991,517658.877,160.061,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:53,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,270.042,0,0.00000000,270.00000000,0.000,0.000,0.000
77,,045d28m39.5231100000s,009d13m33.4025940000s,162.084,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5231100000s,009d13m33.4025940000s,160.068,2.016,5036037.794,517659.356,160.068,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:54,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,269.647,0,0.00000000,270.00000000,0.000,0.000,0.000
78,,045d28m39.5157180000s,009d13m33.4286460000s,162.094,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5157180000s,009d13m33.4286460000s,160.078,2.016,5036037.567,517659.922,160.078,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:55,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,269.178,0,0.00000000,270.00000000,0.000,0.000,0.000
79,,045d28m39.5050080000s,009d13m33.4605360000s,162.082,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5050080000s,009d13m33.4605360000s,160.066,2.016,5036037.239,517660.616,160.066,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:56,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,268.623,0,0.00000000,270.00000000,0.000,0.000,0.000
80,,045d28m39.4967580000s,009d13m33.4900020000s,162.082,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4967580000s,009d13m33.4900020000s,160.066,2.016,5036036.986,517661.256,160.066,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:57,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,268.094,0,0.00000000,270.00000000,0.000,0.000,0.000
81,,045d28m39.4891980000s,009d13m33.5160600000s,162.116,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4891980000s,009d13m33.5160600000s,160.100,2.016,5036036.754,517661.823,160.100,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:58,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,267.626,0,0.00000000,270.00000000,0.000,0.000,0.000
82,,045d28m39.4818660000s,009d13m33.5395080000s,162.128,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4818660000s,009d13m33.5395080000s,160.112,2.016,5036036.529,517662.332,160.112,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:59,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,267.212,0,0.00000000,270.00000000,0.000,0.000,0.000
83,,045d28m39.4754880000s,009d13m33.5634060000s,162.120,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4754880000s,009d13m33.5634060000s,160.104,2.016,5036036.334,517662.852,160.104,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:00,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,266.783,0,0.00000000,270.00000000,0.000,0.000,0.000
84,,045d28m39.4662660000s,009d13m33.5944560000s,162.129,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4662660000s,009d13m33.5944560000s,160.113,2.016,5036036.051,517663.527,160.113,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:01,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,266.233,0,0.00000000,270.00000000,0.000,0.000,0.000
85,,045d28m39.4531740000s,009d13m33.6241080000s,162.120,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4531740000s,009d13m33.6241080000s,160.104,2.016,5036035.649,517664.171,160.104,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:02,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,265.751,0,0.00000000,270.00000000,0.000,0.000,0.000
86,,045d28m39.4436280000s,009d13m33.6526500000s,162.112,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4436280000s,009d13m33.6526500000s,160.096,2.016,5036035.356,517664.792,160.096,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:03,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,265.259,0,0.00000000,270.00000000,0.000,0.000,0.000
87,,045d28m39.4322400000s,009d13m33.6798120000s,162.135,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4322400000s,009d13m33.6798120000s,160.119,2.016,5036035.006,517665.383,160.119,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:04,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,264.811,0,0.00000000,270.00000000,0.000,0.000,0.000
88,,045d28m39.4247580000s,009d13m33.7098240000s,162.133,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4247580000s,009d13m33.7098240000s,160.117,2.016,5036034.777,517666.035,160.117,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:05,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,264.270,0,0.00000000,270.00000000,0.000,0.000,0.000
89,,045d28m39.4134780000s,009d13m33.7438920000s,162.116,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4134780000s,009d13m33.7438920000s,160.100,2.016,5036034.431,517666.775,160.100,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:06,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,263.685,0,0.00000000,270.00000000,0.000,0.000,0.000
90,,045d28m39.4032060000s,009d13m33.7775580000s,162.138,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4032060000s,009d13m33.7775580000s,160.122,2.016,5036034.116,517667.507,160.122,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:07,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,263.096,0,0.00000000,270.00000000,0.000,0.000,0.000
91,,045d28m39.3946860000s,009d13m33.8046000000s,162.149,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3946860000s,009d13m33.8046000000s,160.133,2.016,5036033.855,517668.095,160.133,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:08,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,262.627,0,0.00000000,270.00000000,0.000,0.000,0.000
92,,045d28m39.3850200000s,009d13m33.8375760000s,162.189,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3850200000s,009d13m33.8375760000s,160.173,2.016,5036033.559,517668.812,160.173,FIXED,25,36,1.130,0.015,0.018,0.0,2023-11-13,12:21:09,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,262.046,0,0.00000000,270.00000000,0.000,0.000,0.000
93,,045d28m39.3762120000s,009d13m33.8678100000s,162.187,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3762120000s,009d13m33.8678100000s,160.171,2.016,5036033.289,517669.469,160.171,FIXED,25,36,1.130,0.015,0.018,0.0,2023-11-13,12:21:10,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,261.518,0,0.00000000,270.00000000,0.000,0.000,0.000
94,,045d28m39.3688620000s,009d13m33.8953920000s,162.191,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3688620000s,009d13m33.8953920000s,160.175,2.016,5036033.064,517670.068,160.175,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:11,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,261.029,0,0.00000000,270.00000000,0.000,0.000,0.000
95,,045d28m39.3600840000s,009d13m33.9247500000s,162.198,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3600840000s,009d13m33.9247500000s,160.182,2.016,5036032.795,517670.707,160.182,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:12,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,260.519,0,0.00000000,270.00000000,0.000,0.000,0.000
96,,045d28m39.3524340000s,009d13m33.9541740000s,162.191,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3524340000s,009d13m33.9541740000s,160.175,2.016,5036032.560,517671.346,160.175,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:13,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,259.999,0,0.00000000,270.00000000,0.000,0.000,0.000
97,,045d28m39.3451920000s,009d13m33.9842580000s,162.189,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3451920000s,009d13m33.9842580000s,160.173,2.016,5036032.339,517672.000,160.173,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:14,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,259.461,0,0.00000000,270.00000000,0.000,0.000,0.000
98,,045d28m39.3382980000s,009d13m34.0162620000s,162.199,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3382980000s,009d13m34.0162620000s,160.183,2.016,5036032.128,517672.695,160.183,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:15,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,258.880,0,0.00000000,270.00000000,0.000,0.000,0.000
99,,045d28m39.3316260000s,009d13m34.0474680000s,162.176,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3316260000s,009d13m34.0474680000s,160.160,2.016,5036031.924,517673.373,160.160,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:16,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,258.318,0,0.00000000,270.00000000,0.000,0.000,0.000
100,,045d28m39.3245400000s,009d13m34.0802460000s,162.196,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3245400000s,009d13m34.0802460000s,160.180,2.016,5036031.707,517674.086,160.180,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:17,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,257.723,0,0.00000000,270.00000000,0.000,0.000,0.000
101,,045d28m39.3174720000s,009d13m34.1105340000s,162.205,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3174720000s,009d13m34.1105340000s,160.189,2.016,5036031.491,517674.744,160.189,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:18,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,257.181,0,0.00000000,270.00000000,0.000,0.000,0.000
102,,045d28m39.3137100000s,009d13m34.1406120000s,162.216,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3137100000s,009d13m34.1406120000s,160.200,2.016,5036031.377,517675.397,160.200,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:19,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,256.609,0,0.00000000,270.00000000,0.000,0.000,0.000
103,,045d28m39.3078360000s,009d13m34.1753640000s,162.220,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3078360000s,009d13m34.1753640000s,160.204,2.016,5036031.198,517676.152,160.204,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:20,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,255.966,0,0.00000000,270.00000000,0.000,0.000,0.000
104,,045d28m39.3018540000s,009d13m34.2076320000s,162.231,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3018540000s,009d13m34.2076320000s,160.215,2.016,5036031.015,517676.853,160.215,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:21,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,255.374,0,0.00000000,270.00000000,0.000,0.000,0.000
105,,045d28m39.2968620000s,009d13m34.2413580000s,162.233,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2968620000s,009d13m34.2413580000s,160.217,2.016,5036030.863,517677.586,160.217,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:22,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,254.744,0,0.00000000,270.00000000,0.000,0.000,0.000
106,,045d28m39.2943900000s,009d13m34.2758700000s,162.237,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2943900000s,009d13m34.2758700000s,160.221,2.016,5036030.789,517678.335,160.221,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:23,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,254.072,0,0.00000000,270.00000000,0.000,0.000,0.000
107,,045d28m39.2895180000s,009d13m34.3075080000s,162.250,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2895180000s,009d13m34.3075080000s,160.234,2.016,5036030.640,517679.023,160.234,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:24,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,253.483,0,0.00000000,270.00000000,0.000,0.000,0.000
108,,045d28m39.2856720000s,009d13m34.3395240000s,162.260,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2856720000s,009d13m34.3395240000s,160.244,2.016,5036030.524,517679.718,160.244,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:25,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,252.876,0,0.00000000,270.00000000,0.000,0.000,0.000
109,,045d28m39.2811360000s,009d13m34.3692120000s,162.266,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2811360000s,009d13m34.3692120000s,160.250,2.016,5036030.385,517680.363,160.250,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:26,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,252.324,0,0.00000000,270.00000000,0.000,0.000,0.000
110,,045d28m39.2777520000s,009d13m34.4018760000s,162.277,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2777520000s,009d13m34.4018760000s,160.261,2.016,5036030.283,517681.072,160.261,FIXED,24,38,1.130,0.014,0.017,0.0,2023-11-13,12:21:27,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,251.700,0,0.00000000,270.00000000,0.000,0.000,0.000
111,,045d28m39.2773860000s,009d13m34.4357700000s,162.270,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2773860000s,009d13m34.4357700000s,160.254,2.016,5036030.274,517681.808,160.254,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:28,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,251.022,0,0.00000000,270.00000000,0.000,0.000,0.000
112,,045d28m39.2754180000s,009d13m34.4695680000s,162.303,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2754180000s,009d13m34.4695680000s,160.287,2.016,5036030.215,517682.542,160.287,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:29,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,250.357,0,0.00000000,270.00000000,0.000,0.000,0.000
113,,045d28m39.2722440000s,009d13m34.4997840000s,162.305,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2722440000s,009d13m34.4997840000s,160.289,2.016,5036030.119,517683.199,160.289,FIXED,24,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:30,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,249.783,0,0.00000000,270.00000000,0.000,0.000,0.000
114,,045d28m39.2695200000s,009d13m34.5287100000s,162.316,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2695200000s,009d13m34.5287100000s,160.300,2.016,5036030.037,517683.827,160.300,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:31,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,249.229,0,0.00000000,270.00000000,0.000,0.000,0.000
115,,045d28m39.2689620000s,009d13m34.5573180000s,162.311,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2689620000s,009d13m34.5573180000s,160.295,2.016,5036030.021,517684.448,160.295,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:32,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,248.660,0,0.00000000,270.00000000,0.000,0.000,0.000
116,,045d28m39.2695800000s,009d13m34.5861660000s,162.361,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2695800000s,009d13m34.5861660000s,160.345,2.016,5036030.042,517685.074,160.345,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:33,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,248.066,0,0.00000000,270.00000000,0.000,0.000,0.000
117,,045d28m39.2689860000s,009d13m34.6213620000s,162.327,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2689860000s,009d13m34.6213620000s,160.311,2.016,5036030.026,517685.838,160.311,FIXED,26,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:34,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,247.369,0,0.00000000,270.00000000,0.000,0.000,0.000
118,,045d28m39.2672160000s,009d13m34.6560840000s,162.337,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2672160000s,009d13m34.6560840000s,160.321,2.016,5036029.973,517686.592,160.321,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:35,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,246.689,0,0.00000000,270.00000000,0.000,0.000,0.000
119,,045d28m39.2680680000s,009d13m34.6899780000s,162.364,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2680680000s,009d13m34.6899780000s,160.348,2.016,5036030.002,517687.328,160.348,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:36,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,245.995,0,0.00000000,270.00000000,0.000,0.000,0.000
120,,045d28m39.2708460000s,009d13m34.7241000000s,162.375,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2708460000s,009d13m34.7241000000s,160.359,2.016,5036030.090,517688.069,160.359,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:37,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,245.278,0,0.00000000,270.00000000,0.000,0.000,0.000
121,,045d28m39.2706600000s,009d13m34.7526900000s,162.373,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2706600000s,009d13m34.7526900000s,160.357,2.016,5036030.086,517688.689,160.357,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:38,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,244.706,0,0.00000000,270.00000000,0.000,0.000,0.000
122,,045d28m39.2698620000s,009d13m34.7833200000s,162.387,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2698620000s,009d13m34.7833200000s,160.371,2.016,5036030.063,517689.354,160.371,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:39,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,244.098,0,0.00000000,270.00000000,0.000,0.000,0.000
123,,045d28m39.2712720000s,009d13m34.8169920000s,162.376,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2712720000s,009d13m34.8169920000s,160.360,2.016,5036030.108,517690.085,160.360,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:40,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,243.408,0,0.00000000,270.00000000,0.000,0.000,0.000
124,,045d28m39.2746860000s,009d13m34.8502560000s,162.386,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2746860000s,009d13m34.8502560000s,160.370,2.016,5036030.216,517690.807,160.370,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:21:41,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,242.702,0,0.00000000,270.00000000,0.000,0.000,0.000
125,,045d28m39.2747040000s,009d13m34.8838440000s,162.386,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2747040000s,009d13m34.8838440000s,160.370,2.016,5036030.218,517691.536,160.370,FIXED,24,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:42,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,242.028,0,0.00000000,270.00000000,0.000,0.000,0.000
126,,045d28m39.2758860000s,009d13m34.9196640000s,162.400,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2758860000s,009d13m34.9196640000s,160.384,2.016,5036030.257,517692.314,160.384,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:43,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,241.296,0,0.00000000,270.00000000,0.000,0.000,0.000
127,,045d28m39.2767560000s,009d13m34.9546560000s,162.404,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2767560000s,009d13m34.9546560000s,160.388,2.016,5036030.286,517693.074,160.388,FIXED,20,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:44,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,240.584,0,0.00000000,270.00000000,0.000,0.000,0.000
128,,045d28m39.2796840000s,009d13m34.9902900000s,162.401,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2796840000s,009d13m34.9902900000s,160.385,2.016,5036030.379,517693.847,160.385,FIXED,24,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:45,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,239.838,0,0.00000000,270.00000000,0.000,0.000,0.000
129,,045d28m39.2841000000s,009d13m35.0276940000s,162.448,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2841000000s,009d13m35.0276940000s,160.432,2.016,5036030.517,517694.659,160.432,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:46,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,239.034,0,0.00000000,270.00000000,0.000,0.000,0.000
130,,045d28m39.2858040000s,009d13m35.0648940000s,162.413,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2858040000s,009d13m35.0648940000s,160.397,2.016,5036030.572,517695.466,160.397,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:47,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,238.275,0,0.00000000,270.00000000,0.000,0.000,0.000
131,,045d28m39.2871300000s,009d13m35.0989740000s,162.436,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2871300000s,009d13m35.0989740000s,160.420,2.016,5036030.615,517696.206,160.420,FIXED,24,37,1.130,0.014,0.017,0.0,2023-11-13,12:21:48,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,237.575,0,0.00000000,270.00000000,0.000,0.000,0.000
