Name,Code,Org_Latitude,Org_Longitude,Org_Altitude,Correct_Latitude,Correct_Longitude,Correct_Altitude,Latitude,Longitude,Altitude,AntennaHeight,Northing,Easting,Height,State,Satellite_Lock,Satellite_View,PDOP,HRMS,VRMS,Age,Date,Time,Base_ID,Base_Latitude,Base_Longitude,Base_Altitude,Base_Distance,CompensationMode,InclineAngle,AzimuthAngle,Correct_n,Correct_e,Correct_h
11,,045d28m39.6998940000s,009d13m32.8804560000s,161.982,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6998940000s,009d13m32.8804560000s,159.966,2.016,5036043.218,517648.005,159.966,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:19:48,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.911,0,0.00000000,270.00000000,0.000,0.000,0.000
12,,045d28m39.6994620000s,009d13m32.8810080000s,161.988,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6994620000s,009d13m32.8810080000s,159.972,2.016,5036043.204,517648.017,159.972,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:19:49,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.903,0,0.00000000,270.00000000,0.000,0.000,0.000
13,,045d28m39.7001880000s,009d13m32.8850040000s,162.020,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.7001880000s,009d13m32.8850040000s,160.004,2.016,5036043.227,517648.104,160.004,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:19:50,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.810,0,0.00000000,270.00000000,0.000,0.000,0.000
14,,045d28m39.6969720000s,009d13m32.8941540000s,162.049,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6969720000s,009d13m32.8941540000s,160.033,2.016,5036043.128,517648.303,160.033,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:19:51,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.644,0,0.00000000,270.00000000,0.000,0.000,0.000
15,,045d28m39.6925620000s,009d13m32.9049240000s,162.051,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6925620000s,009d13m32.9049240000s,160.035,2.016,5036042.993,517648.537,160.035,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:19:52,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.456,0,0.00000000,270.00000000,0.000,0.000,0.000
16,,045d28m39.6877740000s,009d13m32.9106060000s,162.013,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6877740000s,009d13m32.9106060000s,159.997,2.016,5036042.845,517648.661,159.997,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:19:53,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.383,0,0.00000000,270.00000000,0.000,0.000,0.000
17,,045d28m39.6867720000s,009d13m32.9122620000s,161.987,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6867720000s,009d13m32.9122620000s,159.971,2.016,5036042.815,517648.697,159.971,FIXED,25,37,1.130,0.014,0.017,0.0,2023-11-13,12:19:54,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.359,0,0.00000000,270.00000000,0.000,0.000,0.000
18,,045d28m39.6848700000s,009d13m32.9148480000s,161.990,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6848700000s,009d13m32.9148480000s,159.974,2.016,5036042.756,517648.753,159.974,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:19:55,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.321,0,0.00000000,270.00000000,0.000,0.000,0.000
19,,045d28m39.6857040000s,009d13m32.9160180000s,161.992,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6857040000s,009d13m32.9160180000s,159.976,2.016,5036042.782,517648.778,159.976,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:19:56,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.290,0,0.00000000,270.00000000,0.000,0.000,0.000
20,,045d28m39.6846420000s,009d13m32.9172660000s,161.985,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6846420000s,009d13m32.9172660000s,159.969,2.016,5036042.749,517648.806,159.969,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:19:57,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.273,0,0.00000000,270.00000000,0.000,0.000,0.000
21,,045d28m39.6841680000s,009d13m32.9163300000s,162.012,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6841680000s,009d13m32.9163300000s,159.996,2.016,5036042.734,517648.785,159.996,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:19:58,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.294,0,0.00000000,270.00000000,0.000,0.000,0.000
22,,045d28m39.6834900000s,009d13m32.9153400000s,162.023,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6834900000s,009d13m32.9153400000s,160.007,2.016,5036042.713,517648.764,160.007,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:19:59,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.319,0,0.00000000,270.00000000,0.000,0.000,0.000
23,,045d28m39.6840360000s,009d13m32.9153640000s,162.020,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6840360000s,009d13m32.9153640000s,160.004,2.016,5036042.730,517648.764,160.004,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:00,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.314,0,0.00000000,270.00000000,0.000,0.000,0.000
24,,045d28m39.6854460000s,009d13m32.9177640000s,162.024,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6854460000s,009d13m32.9177640000s,160.008,2.016,5036042.774,517648.816,160.008,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:01,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.252,0,0.00000000,270.00000000,0.000,0.000,0.000
25,,045d28m39.6840240000s,009d13m32.9182380000s,162.011,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6840240000s,009d13m32.9182380000s,159.995,2.016,5036042.730,517648.827,159.995,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:02,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.256,0,0.00000000,270.00000000,0.000,0.000,0.000
26,,045d28m39.6841200000s,009d13m32.9189220000s,161.998,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6841200000s,009d13m32.9189220000s,159.982,2.016,5036042.733,517648.842,159.982,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:03,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.242,0,0.00000000,270.00000000,0.000,0.000,0.000
27,,045d28m39.6840240000s,009d13m32.9198700000s,161.998,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6840240000s,009d13m32.9198700000s,159.982,2.016,5036042.730,517648.862,159.982,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:04,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.223,0,0.00000000,270.00000000,0.000,0.000,0.000
28,,045d28m39.6832020000s,009d13m32.9193660000s,161.996,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6832020000s,009d13m32.9193660000s,159.980,2.016,5036042.705,517648.851,159.980,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:05,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.241,0,0.00000000,270.00000000,0.000,0.000,0.000
29,,045d28m39.6835440000s,009d13m32.9204460000s,161.997,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6835440000s,009d13m32.9204460000s,159.981,2.016,5036042.715,517648.875,159.981,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:06,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.215,0,0.00000000,270.00000000,0.000,0.000,0.000
30,,045d28m39.6824220000s,009d13m32.9233200000s,162.010,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6824220000s,009d13m32.9233200000s,159.994,2.016,5036042.681,517648.937,159.994,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:07,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.164,0,0.00000000,270.00000000,0.000,0.000,0.000
31,,045d28m39.6824220000s,009d13m32.9241660000s,162.012,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6824220000s,009d13m32.9241660000s,159.996,2.016,5036042.681,517648.956,159.996,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:08,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.146,0,0.00000000,270.00000000,0.000,0.000,0.000
32,,045d28m39.6824100000s,009d13m32.9241120000s,162.009,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6824100000s,009d13m32.9241120000s,159.993,2.016,5036042.681,517648.954,159.993,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:09,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.147,0,0.00000000,270.00000000,0.000,0.000,0.000
33,,045d28m39.6831000000s,009d13m32.9261760000s,162.015,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6831000000s,009d13m32.9261760000s,159.999,2.016,5036042.702,517648.999,159.999,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:10,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.098,0,0.00000000,270.00000000,0.000,0.000,0.000
34,,045d28m39.6805920000s,009d13m32.9364780000s,162.024,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6805920000s,009d13m32.9364780000s,160.008,2.016,5036042.625,517649.223,160.008,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:11,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,277.904,0,0.00000000,270.00000000,0.000,0.000,0.000
35,,045d28m39.6736800000s,009d13m32.9536800000s,162.047,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6736800000s,009d13m32.9536800000s,160.031,2.016,5036042.413,517649.597,160.031,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:12,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,277.603,0,0.00000000,270.00000000,0.000,0.000,0.000
36,,045d28m39.6682260000s,009d13m32.9677980000s,162.050,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6682260000s,009d13m32.9677980000s,160.034,2.016,5036042.246,517649.904,160.034,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:13,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,277.355,0,0.00000000,270.00000000,0.000,0.000,0.000
37,,045d28m39.6651300000s,009d13m32.9785800000s,162.019,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6651300000s,009d13m32.9785800000s,160.003,2.016,5036042.151,517650.138,160.003,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:14,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,277.161,0,0.00000000,270.00000000,0.000,0.000,0.000
38,,045d28m39.6622200000s,009d13m32.9870400000s,162.001,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6622200000s,009d13m32.9870400000s,159.985,2.016,5036042.061,517650.322,159.985,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:15,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,277.013,0,0.00000000,270.00000000,0.000,0.000,0.000
39,,045d28m39.6592680000s,009d13m32.9974980000s,162.015,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6592680000s,009d13m32.9974980000s,159.999,2.016,5036041.971,517650.550,159.999,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:16,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,276.819,0,0.00000000,270.00000000,0.000,0.000,0.000
40,,045d28m39.6579960000s,009d13m33.0037800000s,162.007,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6579960000s,009d13m33.0037800000s,159.991,2.016,5036041.932,517650.686,159.991,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:17,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,276.701,0,0.00000000,270.00000000,0.000,0.000,0.000
41,,045d28m39.6550080000s,009d13m33.0130740000s,162.013,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6550080000s,009d13m33.0130740000s,159.997,2.016,5036041.840,517650.888,159.997,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:18,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,276.533,0,0.00000000,270.00000000,0.000,0.000,0.000
42,,045d28m39.6513600000s,009d13m33.0197040000s,162.007,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6513600000s,009d13m33.0197040000s,159.991,2.016,5036041.728,517651.032,159.991,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:19,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,276.427,0,0.00000000,270.00000000,0.000,0.000,0.000
43,,045d28m39.6499620000s,009d13m33.0298500000s,162.013,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6499620000s,009d13m33.0298500000s,159.997,2.016,5036041.686,517651.253,159.997,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:20,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,276.228,0,0.00000000,270.00000000,0.000,0.000,0.000
44,,045d28m39.6445800000s,009d13m33.0417600000s,162.017,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6445800000s,009d13m33.0417600000s,160.001,2.016,5036041.520,517651.512,160.001,FIXED,25,34,1.130,0.014,0.017,0.0,2023-11-13,12:20:21,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,276.027,0,0.00000000,270.00000000,0.000,0.000,0.000
45,,045d28m39.6406740000s,009d13m33.0567000000s,162.030,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6406740000s,009d13m33.0567000000s,160.014,2.016,5036041.401,517651.837,160.014,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:22,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,275.749,0,0.00000000,270.00000000,0.000,0.000,0.000
46,,045d28m39.6323280000s,009d13m33.0741000000s,162.013,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6323280000s,009d13m33.0741000000s,159.997,2.016,5036041.144,517652.215,159.997,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:23,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,275.463,0,0.00000000,270.00000000,0.000,0.000,0.000
47,,045d28m39.6240720000s,009d13m33.0953340000s,162.003,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6240720000s,009d13m33.0953340000s,159.987,2.016,5036040.891,517652.677,159.987,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:24,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,275.096,0,0.00000000,270.00000000,0.000,0.000,0.000
48,,045d28m39.6177480000s,009d13m33.1197300000s,162.011,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6177480000s,009d13m33.1197300000s,159.995,2.016,5036040.697,517653.207,159.995,FIXED,25,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:25,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,274.645,0,0.00000000,270.00000000,0.000,0.000,0.000
49,,045d28m39.6098820000s,009d13m33.1361100000s,162.000,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6098820000s,009d13m33.1361100000s,159.984,2.016,5036040.455,517653.563,159.984,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:26,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,274.376,0,0.00000000,270.00000000,0.000,0.000,0.000
50,,045d28m39.6083820000s,009d13m33.1455780000s,162.009,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6083820000s,009d13m33.1455780000s,159.993,2.016,5036040.410,517653.769,159.993,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:27,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,274.192,0,0.00000000,270.00000000,0.000,0.000,0.000
51,,045d28m39.6066720000s,009d13m33.1512360000s,162.020,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6066720000s,009d13m33.1512360000s,160.004,2.016,5036040.357,517653.892,160.004,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:28,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,274.089,0,0.00000000,270.00000000,0.000,0.000,0.000
52,,045d28m39.6050160000s,009d13m33.1560120000s,162.023,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6050160000s,009d13m33.1560120000s,160.007,2.016,5036040.306,517653.996,160.007,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:29,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,274.004,0,0.00000000,270.00000000,0.000,0.000,0.000
53,,045d28m39.6014940000s,009d13m33.1604280000s,162.014,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6014940000s,009d13m33.1604280000s,159.998,2.016,5036040.198,517654.092,159.998,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:30,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.945,0,0.00000000,270.00000000,0.000,0.000,0.000
54,,045d28m39.6028680000s,009d13m33.1592760000s,162.013,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6028680000s,009d13m33.1592760000s,159.997,2.016,5036040.240,517654.067,159.997,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:31,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.957,0,0.00000000,270.00000000,0.000,0.000,0.000
55,,045d28m39.6042960000s,009d13m33.1564980000s,162.081,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6042960000s,009d13m33.1564980000s,160.065,2.016,5036040.284,517654.006,160.065,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:32,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.994,0,0.00000000,270.00000000,0.000,0.000,0.000
56,,045d28m39.6013620000s,009d13m33.1642020000s,162.087,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6013620000s,009d13m33.1642020000s,160.071,2.016,5036040.194,517654.174,160.071,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:33,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.860,0,0.00000000,270.00000000,0.000,0.000,0.000
57,,045d28m39.5970960000s,009d13m33.1762200000s,162.084,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5970960000s,009d13m33.1762200000s,160.068,2.016,5036040.063,517654.435,160.068,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:34,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.649,0,0.00000000,270.00000000,0.000,0.000,0.000
58,,045d28m39.5940780000s,009d13m33.1882020000s,162.090,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5940780000s,009d13m33.1882020000s,160.074,2.016,5036039.971,517654.696,160.074,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:35,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.428,0,0.00000000,270.00000000,0.000,0.000,0.000
59,,045d28m39.5878800000s,009d13m33.2031600000s,162.068,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5878800000s,009d13m33.2031600000s,160.052,2.016,5036039.780,517655.021,160.052,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:36,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.176,0,0.00000000,270.00000000,0.000,0.000,0.000
60,,045d28m39.5834460000s,009d13m33.2183160000s,162.060,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5834460000s,009d13m33.2183160000s,160.044,2.016,5036039.645,517655.350,160.044,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:37,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.903,0,0.00000000,270.00000000,0.000,0.000,0.000
61,,045d28m39.5798040000s,009d13m33.2235180000s,162.022,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5798040000s,009d13m33.2235180000s,160.006,2.016,5036039.532,517655.463,160.006,FIXED,24,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:38,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.832,0,0.00000000,270.00000000,0.000,0.000,0.000
62,,045d28m39.5788020000s,009d13m33.2265000000s,162.014,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5788020000s,009d13m33.2265000000s,159.998,2.016,5036039.502,517655.528,159.998,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:39,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.781,0,0.00000000,270.00000000,0.000,0.000,0.000
63,,045d28m39.5776260000s,009d13m33.2283780000s,162.019,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5776260000s,009d13m33.2283780000s,160.003,2.016,5036039.466,517655.569,160.003,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:40,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.752,0,0.00000000,270.00000000,0.000,0.000,0.000
64,,045d28m39.5765520000s,009d13m33.2284980000s,162.019,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5765520000s,009d13m33.2284980000s,160.003,2.016,5036039.432,517655.572,160.003,FIXED,24,35,1.130,0.014,0.017,0.0,2023-11-13,12:20:41,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.759,0,0.00000000,270.00000000,0.000,0.000,0.000
65,,045d28m39.5763120000s,009d13m33.2284020000s,162.046,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5763120000s,009d13m33.2284020000s,160.030,2.016,5036039.425,517655.570,160.030,FIXED,25,36,1.130,0.014,0.017,0.0,2023-11-13,12:20:42,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.760,0,0.00000000,270.00000000,0.000,0.000,0.000
