Name,Code,Org_Latitude,Org_Longitude,Org_Altitude,Correct_Latitude,Correct_Longitude,Correct_Altitude,Latitude,Longitude,Altitude,AntennaHeight,Northing,Easting,Height,State,Satellite_Lock,Satellite_View,PDOP,HRMS,VRMS,Age,Date,Time,Base_ID,Base_Latitude,Base_Longitude,Base_Altitude,Base_Distance,CompensationMode,InclineAngle,AzimuthAngle,Correct_n,Correct_e,Correct_h
191,,045d28m41.8422660000s,009d13m36.7267020000s,163.044,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.8422660000s,009d13m36.7267020000s,161.028,2.016,5036109.567,517731.322,161.028,FIXED,26,38,1.350,0.014,0.017,0.0,2023-11-13,12:33:41,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.968,0,0.00000000,270.00000000,0.000,0.000,0.000
192,,045d28m41.8170960000s,009d13m36.7302960000s,163.058,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.8170960000s,009d13m36.7302960000s,161.042,2.016,5036108.790,517731.402,161.042,FIXED,27,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:42,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.928,0,0.00000000,270.00000000,0.000,0.000,0.000
193,,045d28m41.7877320000s,009d13m36.7360500000s,163.087,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.7877320000s,009d13m36.7360500000s,161.071,2.016,5036107.884,517731.530,161.071,FIXED,26,38,1.350,0.014,0.017,0.0,2023-11-13,12:33:43,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.849,0,0.00000000,270.00000000,0.000,0.000,0.000
194,,045d28m41.7619560000s,009d13m36.7476480000s,163.085,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.7619560000s,009d13m36.7476480000s,161.069,2.016,5036107.090,517731.784,161.069,FIXED,27,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:44,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.647,0,0.00000000,270.00000000,0.000,0.000,0.000
195,,045d28m41.7341820000s,009d13m36.7569120000s,163.070,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.7341820000s,009d13m36.7569120000s,161.054,2.016,5036106.233,517731.987,161.054,FIXED,28,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:45,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.506,0,0.00000000,270.00000000,0.000,0.000,0.000
196,,045d28m41.7059280000s,009d13m36.7597020000s,163.062,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.7059280000s,009d13m36.7597020000s,161.046,2.016,5036105.361,517732.050,161.046,FIXED,27,38,1.350,0.014,0.017,0.0,2023-11-13,12:33:46,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.507,0,0.00000000,270.00000000,0.000,0.000,0.000
197,,045d28m41.6781840000s,009d13m36.7651200000s,163.078,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.6781840000s,009d13m36.7651200000s,161.062,2.016,5036104.505,517732.170,161.062,FIXED,28,38,1.350,0.014,0.017,0.0,2023-11-13,12:33:47,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.450,0,0.00000000,270.00000000,0.000,0.000,0.000
198,,045d28m41.6480520000s,009d13m36.7677000000s,163.048,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.6480520000s,009d13m36.7677000000s,161.032,2.016,5036103.576,517732.229,161.032,FIXED,28,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:48,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.472,0,0.00000000,270.00000000,0.000,0.000,0.000
199,,045d28m41.6194980000s,009d13m36.7767120000s,163.082,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.6194980000s,009d13m36.7767120000s,161.066,2.016,5036102.695,517732.427,161.066,FIXED,27,38,1.350,0.014,0.017,0.0,2023-11-13,12:33:49,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.346,0,0.00000000,270.00000000,0.000,0.000,0.000
200,,045d28m41.5920480000s,009d13m36.7834860000s,163.082,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5920480000s,009d13m36.7834860000s,161.066,2.016,5036101.848,517732.577,161.066,FIXED,26,38,1.350,0.014,0.017,0.0,2023-11-13,12:33:50,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.275,0,0.00000000,270.00000000,0.000,0.000,0.000
201,,045d28m41.5686960000s,009d13m36.7848600000s,163.086,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5686960000s,009d13m36.7848600000s,161.070,2.016,5036101.128,517732.609,161.070,FIXED,29,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:51,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.311,0,0.00000000,270.00000000,0.000,0.000,0.000
202,,045d28m41.5488000000s,009d13m36.7880760000s,163.070,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5488000000s,009d13m36.7880760000s,161.054,2.016,5036100.514,517732.680,161.054,FIXED,27,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:52,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.303,0,0.00000000,270.00000000,0.000,0.000,0.000
203,,045d28m41.5351440000s,009d13m36.7930560000s,163.043,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5351440000s,009d13m36.7930560000s,161.027,2.016,5036100.093,517732.789,161.027,FIXED,26,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:53,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.242,0,0.00000000,270.00000000,0.000,0.000,0.000
204,,045d28m41.5338840000s,009d13m36.7922460000s,163.038,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5338840000s,009d13m36.7922460000s,161.022,2.016,5036100.054,517732.772,161.022,FIXED,26,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:54,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.264,0,0.00000000,270.00000000,0.000,0.000,0.000
205,,045d28m41.5336380000s,009d13m36.7918560000s,163.027,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5336380000s,009d13m36.7918560000s,161.011,2.016,5036100.046,517732.764,161.011,FIXED,25,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:55,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.275,0,0.00000000,270.00000000,0.000,0.000,0.000
206,,045d28m41.5336320000s,009d13m36.7906740000s,163.032,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5336320000s,009d13m36.7906740000s,161.016,2.016,5036100.046,517732.738,161.016,FIXED,25,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:56,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.299,0,0.00000000,270.00000000,0.000,0.000,0.000
207,,045d28m41.5334220000s,009d13m36.7903500000s,163.043,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5334220000s,009d13m36.7903500000s,161.027,2.016,5036100.040,517732.731,161.027,FIXED,24,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:57,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.305,0,0.00000000,270.00000000,0.000,0.000,0.000
208,,045d28m41.5327260000s,009d13m36.7902420000s,163.034,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5327260000s,009d13m36.7902420000s,161.018,2.016,5036100.018,517732.729,161.018,FIXED,23,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:58,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.311,0,0.00000000,270.00000000,0.000,0.000,0.000
209,,045d28m41.5330320000s,009d13m36.7900800000s,163.028,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5330320000s,009d13m36.7900800000s,161.012,2.016,5036100.028,517732.725,161.012,FIXED,24,38,1.200,0.014,0.017,0.0,2023-11-13,12:33:59,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.315,0,0.00000000,270.00000000,0.000,0.000,0.000
210,,045d28m41.5318920000s,009d13m36.7897440000s,163.029,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5318920000s,009d13m36.7897440000s,161.013,2.016,5036099.992,517732.718,161.013,FIXED,25,38,1.200,0.014,0.017,0.0,2023-11-13,12:34:00,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.325,0,0.00000000,270.00000000,0.000,0.000,0.000
211,,045d28m41.5293540000s,009d13m36.7835580000s,163.009,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5293540000s,009d13m36.7835580000s,160.993,2.016,5036099.914,517732.584,160.993,FIXED,25,38,1.200,0.014,0.017,0.0,2023-11-13,12:34:01,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.468,0,0.00000000,270.00000000,0.000,0.000,0.000
212,,045d28m41.5298100000s,009d13m36.7855620000s,163.021,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5298100000s,009d13m36.7855620000s,161.005,2.016,5036099.928,517732.627,161.005,FIXED,25,38,1.200,0.014,0.017,0.0,2023-11-13,12:34:02,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.422,0,0.00000000,270.00000000,0.000,0.000,0.000
213,,045d28m41.5288080000s,009d13m36.7886100000s,163.025,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5288080000s,009d13m36.7886100000s,161.009,2.016,5036099.897,517732.693,161.009,FIXED,25,38,1.200,0.014,0.017,0.0,2023-11-13,12:34:03,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.359,0,0.00000000,270.00000000,0.000,0.000,0.000
214,,045d28m41.5300980000s,009d13m36.7876980000s,163.052,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5300980000s,009d13m36.7876980000s,161.036,2.016,5036099.937,517732.674,161.036,FIXED,25,38,1.200,0.014,0.017,0.0,2023-11-13,12:34:04,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.370,0,0.00000000,270.00000000,0.000,0.000,0.000
215,,045d28m41.5295340000s,009d13m36.7787820000s,163.046,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5295340000s,009d13m36.7787820000s,161.030,2.016,5036099.919,517732.480,161.030,FIXED,24,38,1.290,0.014,0.017,0.0,2023-11-13,12:34:05,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,185.563,0,0.00000000,270.00000000,0.000,0.000,0.000
216,,045d28m41.5297140000s,009d13m36.7580340000s,163.027,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5297140000s,009d13m36.7580340000s,161.011,2.016,5036099.923,517732.030,161.011,FIXED,24,37,1.290,0.014,0.017,0.0,2023-11-13,12:34:06,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,186.008,0,0.00000000,270.00000000,0.000,0.000,0.000
217,,045d28m41.5293840000s,009d13m36.7339800000s,163.014,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5293840000s,009d13m36.7339800000s,160.998,2.016,5036099.912,517731.507,160.998,FIXED,25,37,1.290,0.014,0.017,0.0,2023-11-13,12:34:07,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,186.524,0,0.00000000,270.00000000,0.000,0.000,0.000
218,,045d28m41.5315680000s,009d13m36.7192080000s,163.054,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5315680000s,009d13m36.7192080000s,161.038,2.016,5036099.978,517731.187,161.038,FIXED,25,37,1.200,0.014,0.017,0.0,2023-11-13,12:34:08,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,186.826,0,0.00000000,270.00000000,0.000,0.000,0.000
219,,045d28m41.5306740000s,009d13m36.6965220000s,163.024,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5306740000s,009d13m36.6965220000s,161.008,2.016,5036099.949,517730.694,161.008,FIXED,25,37,1.200,0.014,0.015,0.0,2023-11-13,12:34:09,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,187.318,0,0.00000000,270.00000000,0.000,0.000,0.000
220,,045d28m41.5289760000s,009d13m36.6711720000s,163.025,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5289760000s,009d13m36.6711720000s,161.009,2.016,5036099.895,517730.144,161.009,FIXED,26,37,1.200,0.014,0.017,0.0,2023-11-13,12:34:10,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,187.863,0,0.00000000,270.00000000,0.000,0.000,0.000
221,,045d28m41.5282860000s,009d13m36.6424740000s,162.958,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5282860000s,009d13m36.6424740000s,160.942,2.016,5036099.872,517729.521,160.942,FIXED,25,37,1.200,0.014,0.016,0.0,2023-11-13,12:34:11,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,188.488,0,0.00000000,270.00000000,0.000,0.000,0.000
222,,045d28m41.5280640000s,009d13m36.6192120000s,162.895,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5280640000s,009d13m36.6192120000s,160.879,2.016,5036099.864,517729.016,160.879,FIXED,25,37,1.200,0.014,0.017,0.0,2023-11-13,12:34:12,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,188.995,0,0.00000000,270.00000000,0.000,0.000,0.000
223,,045d28m41.5267200000s,009d13m36.5921460000s,162.903,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5267200000s,009d13m36.5921460000s,160.887,2.016,5036099.821,517728.428,160.887,FIXED,26,37,1.220,0.014,0.017,0.0,2023-11-13,12:34:13,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,189.576,0,0.00000000,270.00000000,0.000,0.000,0.000
224,,045d28m41.5276380000s,009d13m36.5630340000s,162.879,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5276380000s,009d13m36.5630340000s,160.863,2.016,5036099.847,517727.796,160.863,FIXED,25,36,1.200,0.014,0.017,0.0,2023-11-13,12:34:14,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,190.198,0,0.00000000,270.00000000,0.000,0.000,0.000
225,,045d28m41.5293060000s,009d13m36.5397360000s,162.963,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5293060000s,009d13m36.5397360000s,160.947,2.016,5036099.897,517727.290,160.947,FIXED,27,37,1.200,0.014,0.017,0.0,2023-11-13,12:34:15,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,190.677,0,0.00000000,270.00000000,0.000,0.000,0.000
226,,045d28m41.5254360000s,009d13m36.5114340000s,162.890,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5254360000s,009d13m36.5114340000s,160.874,2.016,5036099.776,517726.676,160.874,FIXED,28,37,1.200,0.014,0.017,0.0,2023-11-13,12:34:16,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.304,0,0.00000000,270.00000000,0.000,0.000,0.000
227,,045d28m41.5132560000s,009d13m36.5030460000s,162.890,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.5132560000s,009d13m36.5030460000s,160.874,2.016,5036099.400,517726.495,160.874,FIXED,28,37,1.270,0.014,0.016,0.0,2023-11-13,12:34:17,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.520,0,0.00000000,270.00000000,0.000,0.000,0.000
228,,045d28m41.4951780000s,009d13m36.5031120000s,162.889,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.4951780000s,009d13m36.5031120000s,160.873,2.016,5036098.842,517726.498,160.873,FIXED,29,37,1.310,0.014,0.015,0.0,2023-11-13,12:34:18,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.574,0,0.00000000,270.00000000,0.000,0.000,0.000
229,,045d28m41.4737940000s,009d13m36.5047500000s,162.858,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.4737940000s,009d13m36.5047500000s,160.842,2.016,5036098.182,517726.536,160.842,FIXED,25,37,1.310,0.014,0.015,0.0,2023-11-13,12:34:19,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.613,0,0.00000000,270.00000000,0.000,0.000,0.000
230,,045d28m41.4501840000s,009d13m36.5073240000s,162.880,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.4501840000s,009d13m36.5073240000s,160.864,2.016,5036097.454,517726.594,160.864,FIXED,27,37,1.200,0.014,0.015,0.0,2023-11-13,12:34:20,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.633,0,0.00000000,270.00000000,0.000,0.000,0.000
231,,045d28m41.4264360000s,009d13m36.5092680000s,162.884,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.4264360000s,009d13m36.5092680000s,160.868,2.016,5036096.721,517726.638,160.868,FIXED,26,37,1.200,0.014,0.016,0.0,2023-11-13,12:34:21,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.672,0,0.00000000,270.00000000,0.000,0.000,0.000
232,,045d28m41.4014820000s,009d13m36.5071020000s,162.851,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.4014820000s,009d13m36.5071020000s,160.835,2.016,5036095.951,517726.593,160.835,FIXED,27,37,1.200,0.014,0.020,0.0,2023-11-13,12:34:22,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.812,0,0.00000000,270.00000000,0.000,0.000,0.000
233,,045d28m41.3776620000s,009d13m36.5068800000s,162.859,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.3776620000s,009d13m36.5068800000s,160.843,2.016,5036095.215,517726.590,160.843,FIXED,26,37,1.200,0.014,0.019,0.0,2023-11-13,12:34:23,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.902,0,0.00000000,270.00000000,0.000,0.000,0.000
234,,045d28m41.3536800000s,009d13m36.5079480000s,162.831,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.3536800000s,009d13m36.5079480000s,160.815,2.016,5036094.475,517726.615,160.815,FIXED,26,37,1.310,0.014,0.020,0.0,2023-11-13,12:34:24,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,191.975,0,0.00000000,270.00000000,0.000,0.000,0.000
235,,045d28m41.3298900000s,009d13m36.5093280000s,162.851,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.3298900000s,009d13m36.5093280000s,160.835,2.016,5036093.741,517726.648,160.835,FIXED,27,37,1.220,0.014,0.019,0.0,2023-11-13,12:34:25,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.035,0,0.00000000,270.00000000,0.000,0.000,0.000
236,,045d28m41.3057580000s,009d13m36.5093100000s,162.861,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.3057580000s,009d13m36.5093100000s,160.845,2.016,5036092.997,517726.649,160.845,FIXED,26,36,1.200,0.014,0.019,0.0,2023-11-13,12:34:26,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.131,0,0.00000000,270.00000000,0.000,0.000,0.000
237,,045d28m41.2827720000s,009d13m36.5097960000s,162.820,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.2827720000s,009d13m36.5097960000s,160.804,2.016,5036092.287,517726.662,160.804,FIXED,26,37,1.200,0.014,0.019,0.0,2023-11-13,12:34:27,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.222,0,0.00000000,270.00000000,0.000,0.000,0.000
238,,045d28m41.2589520000s,009d13m36.5090880000s,162.832,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.2589520000s,009d13m36.5090880000s,160.816,2.016,5036091.552,517726.648,160.816,FIXED,26,37,1.200,0.014,0.016,0.0,2023-11-13,12:34:28,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.336,0,0.00000000,270.00000000,0.000,0.000,0.000
239,,045d28m41.2334040000s,009d13m36.5097660000s,162.821,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.2334040000s,009d13m36.5097660000s,160.805,2.016,5036090.764,517726.665,160.805,FIXED,26,37,1.200,0.014,0.017,0.0,2023-11-13,12:34:29,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.435,0,0.00000000,270.00000000,0.000,0.000,0.000
240,,045d28m41.2064880000s,009d13m36.5116680000s,162.846,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.2064880000s,009d13m36.5116680000s,160.830,2.016,5036089.933,517726.709,160.830,FIXED,25,37,1.200,0.014,0.018,0.0,2023-11-13,12:34:30,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.512,0,0.00000000,270.00000000,0.000,0.000,0.000
241,,045d28m41.1798000000s,009d13m36.5099760000s,162.803,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.1798000000s,009d13m36.5099760000s,160.787,2.016,5036089.110,517726.675,160.787,FIXED,25,37,1.310,0.014,0.018,0.0,2023-11-13,12:34:31,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.678,0,0.00000000,270.00000000,0.000,0.000,0.000
242,,045d28m41.1519900000s,009d13m36.5095080000s,162.791,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.1519900000s,009d13m36.5095080000s,160.775,2.016,5036088.251,517726.667,160.775,FIXED,25,37,1.200,0.014,0.018,0.0,2023-11-13,12:34:32,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.822,0,0.00000000,270.00000000,0.000,0.000,0.000
243,,045d28m41.1239580000s,009d13m36.5108220000s,162.819,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.1239580000s,009d13m36.5108220000s,160.803,2.016,5036087.386,517726.698,160.803,FIXED,23,37,1.310,0.014,0.018,0.0,2023-11-13,12:34:33,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.926,0,0.00000000,270.00000000,0.000,0.000,0.000
244,,045d28m41.0958540000s,009d13m36.5104140000s,162.764,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.0958540000s,009d13m36.5104140000s,160.748,2.016,5036086.519,517726.691,160.748,FIXED,24,37,1.310,0.014,0.018,0.0,2023-11-13,12:34:34,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.085,0,0.00000000,270.00000000,0.000,0.000,0.000
245,,045d28m41.0661600000s,009d13m36.5112240000s,162.775,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.0661600000s,009d13m36.5112240000s,160.759,2.016,5036085.603,517726.712,160.759,FIXED,24,37,1.200,0.014,0.018,0.0,2023-11-13,12:34:35,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.219,0,0.00000000,270.00000000,0.000,0.000,0.000
246,,045d28m41.0398380000s,009d13m36.5114280000s,162.805,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.0398380000s,009d13m36.5114280000s,160.789,2.016,5036084.790,517726.718,160.789,FIXED,23,37,1.350,0.014,0.018,0.0,2023-11-13,12:34:36,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.350,0,0.00000000,270.00000000,0.000,0.000,0.000
247,,045d28m41.0125500000s,009d13m36.5144820000s,162.765,0.0000000000000000,0.0000000000000000,0.000000,045d28m41.0125500000s,009d13m36.5144820000s,160.749,2.016,5036083.949,517726.787,160.749,FIXED,23,37,1.590,0.014,0.018,0.0,2023-11-13,12:34:37,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.439,0,0.00000000,270.00000000,0.000,0.000,0.000
248,,045d28m40.9837740000s,009d13m36.5144940000s,162.756,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.9837740000s,009d13m36.5144940000s,160.740,2.016,5036083.060,517726.790,160.740,FIXED,23,37,1.200,0.014,0.018,0.0,2023-11-13,12:34:38,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.601,0,0.00000000,270.00000000,0.000,0.000,0.000
249,,045d28m40.9555800000s,009d13m36.5134080000s,162.806,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.9555800000s,009d13m36.5134080000s,160.790,2.016,5036082.190,517726.769,160.790,FIXED,22,37,1.290,0.014,0.018,0.0,2023-11-13,12:34:39,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.776,0,0.00000000,270.00000000,0.000,0.000,0.000
250,,045d28m40.9264500000s,009d13m36.5142360000s,162.794,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.9264500000s,009d13m36.5142360000s,160.778,2.016,5036081.291,517726.789,160.778,FIXED,25,37,1.290,0.014,0.018,0.0,2023-11-13,12:34:40,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.930,0,0.00000000,270.00000000,0.000,0.000,0.000
251,,045d28m40.8969660000s,009d13m36.5160720000s,162.783,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.8969660000s,009d13m36.5160720000s,160.767,2.016,5036080.382,517726.832,160.767,FIXED,23,37,1.200,0.014,0.022,0.0,2023-11-13,12:34:41,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,194.070,0,0.00000000,270.00000000,0.000,0.000,0.000
252,,045d28m40.8650280000s,009d13m36.5169960000s,162.805,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.8650280000s,009d13m36.5169960000s,160.789,2.016,5036079.396,517726.854,160.789,FIXED,23,37,1.350,0.014,0.017,0.0,2023-11-13,12:34:42,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,194.242,0,0.00000000,270.00000000,0.000,0.000,0.000
253,,045d28m40.8399540000s,009d13m36.5165100000s,162.797,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.8399540000s,009d13m36.5165100000s,160.781,2.016,5036078.622,517726.846,160.781,FIXED,24,37,1.350,0.014,0.022,0.0,2023-11-13,12:34:43,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,194.410,0,0.00000000,270.00000000,0.000,0.000,0.000
254,,045d28m40.8148800000s,009d13m36.5195520000s,162.805,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.8148800000s,009d13m36.5195520000s,160.789,2.016,5036077.849,517726.914,160.789,FIXED,25,37,1.290,0.014,0.018,0.0,2023-11-13,12:34:44,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,194.505,0,0.00000000,270.00000000,0.000,0.000,0.000
255,,045d28m40.7942700000s,009d13m36.5299740000s,162.821,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.7942700000s,009d13m36.5299740000s,160.805,2.016,5036077.213,517727.142,160.805,FIXED,25,37,1.290,0.014,0.017,0.0,2023-11-13,12:34:45,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,194.418,0,0.00000000,270.00000000,0.000,0.000,0.000
256,,045d28m40.7912040000s,009d13m36.5446140000s,162.829,0.0000000000000000,0.0000000000000000,0.000000,045d28m40.7912040000s,009d13m36.5446140000s,160.813,2.016,5036077.120,517727.461,160.813,FIXED,25,37,1.310,0.014,0.018,0.0,2023-11-13,12:34:46,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,194.130,0,0.00000000,270.00000000,0.000,0.000,0.000
